Rank,Name,Platform,Year,Genre,Publisher,Developer
1286,Fight Crab,PC,2020,Action,Playism  ,Calappa Games  
1287,Hakuoki Shinkai: Ginsei no Sho,NS,2020,Visual Novel,Idea Factory  ,Idea Factory  
1288,Hellpoint,XOne,2020,Role-Playing,TinyBuild Games  ,Cradle Games  
1289,Hellpoint,PS4,2020,Role-Playing,TinyBuild Games  ,Cradle Games  
1290,Hellpoint,PC,2020,Role-Playing,TinyBuild Games  ,Cradle Games  
1291,Hellpoint,NS,2020,Role-Playing,TinyBuild Games  ,Cradle Games  
1292,Mobile Suit Gundam Extreme VS. Maxiboost ON,PS4,2020,Action,Bandai Namco Games  ,Namco Bandai Games  
1293,Root Film,PS4,2020,Visual Novel,Kadokawa Games  ,Kadokawa Games  
1294,Root Film,NS,2020,Visual Novel,Kadokawa Games  ,Kadokawa Games  
1295,Yakuza Kiwami 2,XOne,2020,Action-Adventure,Sega  ,Sega  
1296,"Yoru, Tomosu",PS4,2020,Visual Novel,Nippon Ichi Software  ,Nippon Ichi Software  
1297,"Yoru, Tomosu",NS,2020,Visual Novel,Nippon Ichi Software  ,Nippon Ichi Software  
1298,Lost Wing,XOne,2020,Action,2Awesome Studio  ,BoxFrog Games  
1299,Cuphead,PS4,2020,Action,Studio MDHR  ,Studio MDHR  
1300,Destroy All Humans!,PS4,2020,Action-Adventure,THQ Nordic  ,Pandemic Studios  
1301,Destroy All Humans!,XOne,2020,Action-Adventure,THQ Nordic  ,Black Forest Games  
1302,Destroy All Humans!,PC,2020,Action-Adventure,THQ Nordic  ,Black Forest Games  
1303,Destroy All Humans! (2020),All,2020,Action-Adventure,THQ Nordic  ,Black Forest Games  
1304,Grounded,XOne,2020,Action-Adventure,Xbox Game Studios  ,Obsidian Entertainment  
1305,Grounded,PC,2020,Action-Adventure,Xbox Game Studios  ,Obsidian Entertainment  
1306,Lost Wing,PS4,2020,Action,2Awesome Studio  ,BoxFrog Games  
1307,Need a Packet?,NS,2020,Simulation,Marginal act  ,Marginal act  
1308,Tannenberg,XOne,2020,Shooter,M2H  ,M2H  
1309,Tannenberg,PS4,2020,Shooter,M2H  ,M2H  
1310,Carrion,XOne,2020,Action-Adventure,Devolver Digital  ,Phobia Game Studio  
1311,Carrion,PC,2020,Action-Adventure,Devolver Digital  ,Phobia Game Studio  
1312,Carrion,NS,2020,Action,Devolver Digital  ,Phobia Game Studio  
1313,Carrion,All,2020,Action,Devolver Digital  ,Phobia Game Studio  
1314,Crysis Remastered,NS,2020,Shooter,Crytek  ,Crytek  
1315,Rock of Ages III: Make & Break,XOne,2020,Strategy,Modus Games  ,ACE Team  
1316,Rock of Ages III: Make & Break,PS4,2020,Strategy,Modus Games  ,ACE Team  
1317,Rock of Ages III: Make & Break,PC,2020,Strategy,Modus Games  ,ACE Team  
1318,Rock of Ages III: Make & Break,NS,2020,Strategy,Modus Games  ,ACE Team  
1319,Death Come True,PC,2020,Adventure,Izanagi Games  ,Too Kyo Games  
1320,Ghost of Tsushima,PS4,2020,Action-Adventure,Sony Interactive Entertainment  ,Sucker Punch  
1321,Paper Mario: The Origami King,NS,2020,Action-Adventure,Nintendo  ,Intelligent Systems  
1322,Superhot: Mind Control Delete,XOne,2020,Shooter,SUPERHOT Team  ,SUPERHOT Team  
1323,Superhot: Mind Control Delete,PS4,2020,Shooter,SUPERHOT Team  ,SUPERHOT Team  
1324,Superhot: Mind Control Delete,PC,2020,Shooter,SUPERHOT Team  ,SUPERHOT Team  
1325,REZ PLZ,XOne,2020,Platform,Long Neck Games  ,Long Neck Games  
1326,REZ PLZ,PC,2020,Platform,Long Neck Games  ,Long Neck Games  
1327,REZ PLZ,NS,2020,Platform,Long Neck Games  ,Long Neck Games  
1328,Death Stranding,PC,2020,Action-Adventure,505 Games  ,Kojima Productions  
1329,Rocket Arena,PS4,2020,Shooter,Electronic Arts  ,Final Strike Games  
1330,Rocket Arena,XOne,2020,Shooter,Electronic Arts  ,Final Strike Games  
1331,Rocket Arena,PC,2020,Shooter,Electronic Arts  ,Final Strike Games  
1332,Story of Seasons: Friends of Mineral Town,NS,2020,Simulation,Xseed Games  ,Marvelous  
1333,Hyper Scape,PC,2020,Shooter,Ubisoft  ,Ubisoft Montreal  
1334,Bloodstained: Curse of the Moon 2,NS,2020,Action,Inti Creates  ,Inti Creates  
1335,Bloodstained: Curse of the Moon 2,PS4,2020,Action,Inti Creates  ,Inti Creates  
1336,Bloodstained: Curse of the Moon 2,XOne,2020,Action,Inti Creates  ,Inti Creates  
1337,Bloodstained: Curse of the Moon 2,PC,2020,Action,Inti Creates  ,Inti Creates  
1338,Deadly Premonition 2: A Blessing in Disguise,NS,2020,Action-Adventure,Rising Star Games  ,Toybox Games  
1339,F1 2020,XOne,2020,Racing,Codemasters  ,Codemasters Birmingham  
1340,F1 2020,PS4,2020,Racing,Codemasters  ,Codemasters Birmingham  
1341,F1 2020,PC,2020,Racing,Codemasters  ,Codemasters Birmingham  
1342,NASCAR Heat 5,XOne,2020,Racing,Motorsport Games  ,704Games  
1343,NASCAR Heat 5,PS4,2020,Racing,Motorsport Games  ,704Games  
1344,NASCAR Heat 5,PC,2020,Racing,Motorsport Games  ,704Games  
1345,Sword Art Online: Alicization Lycoris,PS4,2020,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco Games  
1346,Sword Art Online: Alicization Lycoris,XOne,2020,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco  
1347,Sword Art Online: Alicization Lycoris,PC,2020,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco Games  
1348,CrossCode,NS,2020,Role-Playing,Deck 13  ,Radical Fish Games  
1349,CrossCode,XOne,2020,Role-Playing,DECK13 Interactive GmbH  ,Radical Fish Games  
1350,eBaseball Powerful Pro Baseball 2020,NS,2020,Sports,Konami Digital Entertainment  ,Konami  
1351,eBaseball Powerful Pro Baseball 2020,PS4,2020,Sports,Konami Digital Entertainment  ,Konami  
1352,Catherine: Full Body,NS,2020,Puzzle,Atlus  ,Atlus  
1353,Superliminal,XOne,2020,Puzzle,Pillow Castle  ,Pillow Castle  
1354,Superliminal,PS4,2020,Puzzle,Pillow Castle  ,Pillow Castle  
1355,Superliminal,NS,2020,Puzzle,Pillow Castle  ,Pillow Castle  
1356,Marvel's Iron Man VR,PS4,2020,Action,Sony Interactive Entertainment  ,Camouflaj  
1357,The Legend of Heroes: Trails of Cold Steel III,NS,2020,Role-Playing,NIS America  ,Nihon Falcom Corporation  
1358,Blaster Master Zero,PS4,2020,Action,Inti Creates  ,Inti Creates  
1359,Blaster Master Zero 2,PS4,2020,Action,Inti Creates  ,Inti Creates  
1360,Brigandine: The Legend of Runersia,NS,2020,Strategy,Happinet  ,Matrix Software  
1361,Collar x Malice,NS,2020,Visual Novel,Aksys Games  ,Idea Factory  
1362,Death Come True,NS,2020,Adventure,Izanagi Games  ,Too Kyo Games  
1363,Death Come True,iOS,2020,Adventure,Izanagi Games  ,Too Kyo Games  
1364,Mr. Driller Drill Land,PC,2020,Puzzle,Bandai Namco Entertainment  ,Bandai Namco Games  
1365,Mr. Driller Drill Land,NS,2020,Puzzle,Bandai Namco Entertainment  ,Bandai Namco Games  
1366,Ninjala,NS,2020,Action,GungHo  ,GungHo  
1367,Duke Nukem 3D: 20th Anniversary World Tour,NS,2020,Shooter,Gearbox Publishing  ,Gearbox Software  
1368,Little Town Hero,PS4,2020,Role-Playing,Game Freak  ,Game Freak  
1369,Pokémon Café Mix,NS,2020,Puzzle,Nintendo  ,Genius Sonority Inc.  
1370,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,PS4,2020,Platform,THQ Nordic  ,THQ Nordic  
1371,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,XOne,2020,Platform,THQ Nordic  ,THQ Nordic  
1372,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,PC,2020,Platform,THQ Nordic  ,THQ Nordic  
1373,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,NS,2020,Platform,THQ Nordic  ,THQ Nordic  
1374,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,All,2020,Action-Adventure,THQ Nordic  ,THQ Nordic  
1375,Azure Striker Gunvolt 2,PC,2020,Platform,Inti Creates  ,Inti Creates  
1376,Burnout Paradise Remastered,NS,2020,Racing,Electronic Arts  ,Criterion Games  
1377,The Last of Us Part II,PS4,2020,Action,Sony Interactive Entertainment  ,Naughty Dog  
1378,Desperados III,XOne,2020,Strategy,THQ Nordic  ,Mimimi Productions  
1379,Desperados III,PS4,2020,Strategy,THQ Nordic  ,Mimimi Productions  
1380,Desperados III,PC,2020,Strategy,THQ Nordic  ,Mimimi Productions  
1381,Disintegration,XOne,2020,Shooter,Private Division  ,V1 Interactive  
1382,Disintegration,PC,2020,Shooter,Private Division  ,V1 Interactive  
1383,Disintegration,PS4,2020,Shooter,Private Division  ,V1 Interactive  
1384,Jump Rope Challenge,NS,2020,Sports,Nintendo  ,Nintendo EPD  
1385,Persona 4 Golden,PC,2020,Role-Playing,Sega  ,Atlus  
1386,Demon's Tier+,PS4,2020,Role-Playing,EastAsiaSoft  ,Diabolical Mind  
1387,Demon's Tier+,PSV,2020,Role-Playing,EastAsiaSoft  ,Diabolical Mind  
1388,Project Warlock,XOne,2020,Shooter,Crunching Koalas  ,Buckshot Software  
1389,Journey,PC,2020,Adventure,Annapurna Interactive  ,thatgamecompany  
1390,Project Warlock,NS,2020,Shooter,Crunching Koalas  ,Buckshot Software  
1391,Project Warlock,PS4,2020,Shooter,Crunching Koalas  ,Buckshot Software  
1392,The Elder Scrolls Online: Greymoor,XOne,2020,MMO,Bethesda Softworks  ,ZeniMax Online Studios  
1393,The Elder Scrolls Online: Greymoor,PS4,2020,MMO,Bethesda Softworks  ,ZeniMax Online Studios  
1394,Clubhouse Games: 51 Worldwide Classics,NS,2020,Party,Nintendo  ,Nintendo  
1395,Command & Conquer Remastered Collection,PC,2020,Strategy,Electronic Arts  ,Petroglyph Games  
1396,The Outer Worlds,NS,2020,Role-Playing,Private Division  ,Virtuos  
1397,We Were Here Together,XOne,2020,Adventure,Total Mayhem Games  ,Total Mayhem Games  
1398,Valorant,PC,2020,Shooter,Riot Games  ,Riot Games  
1399,BioShock: The Collection,NS,2020,Shooter,2K Games  ,"Blind Squirrel Digital, Inc  "
1400,Borderlands Legendary Collection,NS,2020,Shooter,Take-Two Interactive  ,Gearbox Software  
1401,Little Misfortune,NS,2020,Adventure,Killmonday Games  ,Killmonday Games  
1402,XCOM 2 Collection,NS,2020,Strategy,2K Games  ,Firaxis Games  
1403,Xenoblade Chronicles: Definitive Edition,NS,2020,Role-Playing,Nintendo  ,Monolith Soft  
1404,Shantae and the Seven Sirens,XOne,2020,Platform,WayForward  ,WayForward  
1405,Shantae and the Seven Sirens,PS4,2020,Platform,WayForward  ,WayForward  
1406,Shantae and the Seven Sirens,PC,2020,Platform,WayForward  ,WayForward  
1407,Shantae and the Seven Sirens,NS,2020,Platform,WayForward  ,WayForward  
1408,Umihara Kawase BaZooKa!,PC,2020,Action,Success  ,Studio Saizensen  
1409,Umihara Kawase BaZooKa!,PS4,2020,Action,Success  ,Studio Saizensen  
1410,Umihara Kawase BaZooKa!,NS,2020,Action,Success  ,Studio Saizensen  
1411,Minecraft: Dungeons,PC,2020,Action-Adventure,Microsoft Studios  ,Mojang  
1412,Minecraft: Dungeons,XOne,2020,Action-Adventure,Microsoft Game Studios  ,Mojang  
1413,Minecraft: Dungeons,PS4,2020,Action-Adventure,Microsoft Game Studios  ,Mojang AB  
1414,Minecraft: Dungeons,NS,2020,Action-Adventure,Microsoft Game Studios  ,Mojang AB  
1415,The Elder Scrolls Online: Greymoor,PC,2020,MMO,Bethesda Softworks  ,ZeniMax Online Studios  
1416,Utawarerumono: Prelude to the Fallen,PS4,2020,Strategy,NIS America  ,Aqua Plus  
1417,Utawarerumono: Prelude to the Fallen,PSV,2020,Strategy,NIS America  ,Aqua Plus  
1418,Wildfire,PC,2020,Action-Adventure,Humble Bundle  ,Sneaky Bastards  
1419,Maneater,PC,2020,Action-Adventure,Tripwire Interactive  ,Tripwire Interactive  
1420,Maneater,XOne,2020,Action-Adventure,Tripwire Interactive  ,Tripwire Interactive  
1421,Maneater,PS4,2020,Action-Adventure,Tripwire Interactive  ,Tripwire Interactive  
1422,Monstrum,NS,2020,Action-Adventure,Soedesco  ,Team Junkfish  
1423,Saints Row: The Third Remastered,XOne,2020,Sandbox,THQ  ,Volition  
1424,Saints Row: The Third Remastered,PS4,2020,Sandbox,THQ  ,Volition  
1425,Saints Row: The Third Remastered,PC,2020,Sandbox,THQ  ,Volition  
1426,Biped,NS,2020,Action,bilibili  ,NEXT Studios  
1427,Crucible,PC,2020,Shooter,Amazon Game Studios  ,Relentless Software  
1428,The Persistence,XOne,2020,Action-Adventure,Perp Games  ,Firesprite  
1429,The Persistence,PC,2020,Action-Adventure,Perp Games  ,Firesprite  
1430,The Persistence,NS,2020,Action-Adventure,Perp Games  ,Firesprite  
1431,What the Golf?,NS,2020,Sports,Tribute Games  ,Triband  
1432,Cannibal Cuisine,PC,2020,Action-Adventure,Rocket Vulture  ,Rocket Vulture  
1433,Cannibal Cuisine,NS,2020,Action-Adventure,Rocket Vulture  ,Rocket Vulture  
1434,Golf With Your Friends,XOne,2020,Sports,Team 17  ,Blacklight Interactive  
1435,Golf With Your Friends,PS4,2020,Sports,Team 17  ,Blacklight Interactive  
1436,Golf With Your Friends,NS,2020,Sports,Team 17  ,Blacklight Interactive  
1437,The Wonderful 101: Remastered,PS4,2020,Action-Adventure,PlatinumGames  ,PlatinumGames  
1438,The Wonderful 101: Remastered,PC,2020,Action-Adventure,PlatinumGames  ,PlatinumGames  
1439,The Wonderful 101: Remastered,NS,2020,Action-Adventure,PlatinumGames  ,PlatinumGames  
1440,Dying is Dangerous,WiiU,2020,Action,CarbonFire Studio  ,Jerome Labbe  
1441,Ion Fury,XOne,2020,Shooter,3D Realms  ,Voidpoint  
1442,Ion Fury,PS4,2020,Shooter,3D Realms  ,Voidpoint  
1443,Ion Fury,NS,2020,Shooter,3D Realms  ,Voidpoint  
1444,Deep Rock Galactic,XOne,2020,Shooter,Coffee Stain Studios  ,Ghost Ship Games  
1445,Deep Rock Galactic,PC,2020,Shooter,Coffee Stain Studios  ,Ghost Ship Games  
1446,Deep Rock Galactic,All,2020,Shooter,Coffee Stain Publishing  ,Ghost Ship Games  
1447,Super Mega Baseball 3,XOne,2020,Sports,Metalhead Software Inc.  ,Metalhead Software Inc.  
1448,Super Mega Baseball 3,PS4,2020,Sports,Metalhead Software Inc.  ,Metalhead Software Inc.  
1449,Super Mega Baseball 3,PC,2020,Sports,Metalhead Software Inc.  ,Metalhead Software Inc.  
1450,Super Mega Baseball 3,NS,2020,Sports,Metalhead Software Inc.  ,Metalhead Software Inc.  
1451,Infinite: Beyond The Mind,XOne,2020,Action-Adventure,Blowfish Studios  ,Emilie COYO  
1452,Infinite: Beyond The Mind,PS4,2020,Action-Adventure,Blowfish Studios  ,Emilie COYO  
1453,Infinite: Beyond The Mind,PC,2020,Action-Adventure,Blowfish Studios  ,Emilie COYO  
1454,Infinite: Beyond The Mind,NS,2020,Action-Adventure,Blowfish Studios  ,Emilie COYO  
1455,Void Bastards,PS4,2020,Shooter,Humble Bundle  ,Blue Manchu  
1456,Void Bastards,NS,2020,Shooter,Humble Bundle  ,Blue Manchu  
1457,John Wick Hex,PS4,2020,Strategy,Good Shepherd Entertainment  ,Mike Bithell Games  
1458,Legends of Runeterra,PC,2020,Strategy,Riot Games  ,Riot Games  
1459,Legends of Runeterra,And,2020,Strategy,Riot Games  ,Riot Games  
1460,Legends of Runeterra,iOS,2020,Strategy,Riot Games  ,Riot Games  
1461,Streets of Rage 4,XOne,2020,Action,DotEmu  ,Lizardcube  
1462,Streets of Rage 4,PS4,2020,Action,DotEmu  ,Lizardcube  
1463,Streets of Rage 4,PC,2020,Action,DotEmu  ,Lizardcube  
1464,Streets of Rage 4,NS,2020,Action,DotEmu  ,Lizardcube  
1465,Streets of Rage 4,All,2020,Action,DotEmu  ,DotEmu  
1466,Gears Tactics,PC,2020,Strategy,Xbox Game Studios  ,Splash Damage  
1467,Moving Out,XOne,2020,Simulation,Team 17  ,DevM Games  
1468,Moving Out,PS4,2020,Simulation,Team 17  ,DevM Games  
1469,Moving Out,PC,2020,Simulation,Team 17  ,DevM Games  
1470,Moving Out,NS,2020,Simulation,Team 17  ,DevM Games  
1471,Sakura Wars (2019),PS4,2020,Strategy,Sega  ,Sega  
1472,SnowRunner,XOne,2020,Simulation,Focus Home Interactive  ,Saber Interactive  
1473,SnowRunner,PS4,2020,Simulation,Focus Home Interactive  ,Saber Interactive  
1474,SnowRunner,PC,2020,Simulation,Focus Home Interactive  ,Saber Interactive  
1475,SnowRunner,All,2020,Simulation,Focus Home Interactive  ,Saber Interactive  
1476,Telling Lies,XOne,2020,Adventure,Annapurna Interactive  ,Sam Barlow  
1477,Telling Lies,PS4,2020,Adventure,Annapurna Interactive  ,Sam Barlow  
1478,Telling Lies,NS,2020,Adventure,Annapurna Interactive  ,Sam Barlow  
1479,Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,NS,2020,Fighting,Bandai Namco Entertainment  ,CyberConnect2  
1480,Predator: Hunting Grounds,PS4,2020,Action,Sony Computer Entertainment  ,IllFonic  
1481,Predator: Hunting Grounds,PC,2020,Action,Sony Computer Entertainment  ,IllFonic  
1482,Trials of Mana,NS,2020,Role-Playing,Square Enix  ,Square Enix  
1483,Trials of Mana,PC,2020,Role-Playing,Square Enix  ,Square Enix  
1484,Trials of Mana,PS4,2020,Role-Playing,Square Enix  ,Square Enix  
1485,Trials of Mana,All,2020,Role-Playing,Square Enix  ,Square Enix  
1486,XCOM: Chimera Squad,PC,2020,Strategy,2K Games  ,Firaxis Games  
1487,Azure Striker Gunvolt 2,PS4,2020,Platform,Inti Creates  ,Inti Creates  
1488,Bokuhime Project,PS4,2020,Adventure,Nippon Ichi Software  ,Wizard Soft  
1489,Bokuhime Project,NS,2020,Adventure,Nippon Ichi Software  ,Wizard Soft  
1490,Cloudpunk,PC,2020,Adventure,Maple Whispering Limited  ,Ion Lands  
1491,Little Town Hero,NS,2020,Role-Playing,NIS America  ,Game Freak  
1492,MotoGP 20,XOne,2020,Racing,Milestone S.r.l.  ,Milestone S.r.l.  
1493,MotoGP 20,PS4,2020,Racing,Milestone S.r.l.  ,Milestone S.r.l.  
1494,MotoGP 20,PC,2020,Racing,Milestone S.r.l.  ,Milestone S.r.l.  
1495,MotoGP 20,NS,2020,Racing,Milestone S.r.l.  ,Milestone S.r.l.  
1496,Picross S4,NS,2020,Puzzle,Jupiter Corporation  ,Jupiter Corporation  
1497,Yakuza Kiwami,XOne,2020,Action-Adventure,Sega  ,Sega  
1498,AFL Evolution 2,NS,2020,Sports,Tru Blu Entertainment  ,Wicked Witch Software  
1499,Vampire: The Masquerade – Coteries of New York,XOne,2020,Adventure,Draw Distance  ,Draw Distance  
1500,Phantasy Star Online 2,XOne,2020,Role-Playing,Sega  ,Sega  
1501,Someday You'll Return,XOne,2020,Adventure,CBE Software s.r.o.  ,CBE Software s.r.o.  
1502,Someday You'll Return,PS4,2020,Adventure,CBE Software s.r.o.  ,CBE Software s.r.o.  
1503,Someday You'll Return,PC,2020,Adventure,CBE Software s.r.o.  ,CBE Software s.r.o.  
1504,Space Engineers,XOne,2020,Simulation,Keen Software House  ,Keen Software House  
1505,Final Fantasy VII Remake,PS4,2020,Role-Playing,Square Enix  ,Square Enix  
1506,Disaster Report 4 Plus: Summer Memories,NS,2020,Action-Adventure,NIS America  ,Granzella  
1507,Disaster Report 4 Plus: Summer Memories,PC,2020,Action-Adventure,NIS America  ,Granzella  
1508,Resident Evil 3,XOne,2020,Action-Adventure,Capcom  ,Capcom  
1509,Resident Evil 3,PS4,2020,Action-Adventure,Capcom  ,Capcom  
1510,Resident Evil 3,PC,2020,Action-Adventure,Capcom  ,Capcom  
1511,Resident Evil 3 (2020),All,2020,Action-Adventure,Capcom  ,Capcom  
1512,My Friend Pedro,PS4,2020,Shooter,Devolver Digital  ,DeadToast Entertainment  
1513,Bubble Bobble 4 Friends,NS,2020,Action,ININ Games  ,Taito  
1514,Biped,PC,2020,Action,bilibili  ,NEXT Studios  
1515,One Piece: Pirate Warriors 4,XOne,2020,Action,Bandai Namco Entertainment  ,Omega Force  
1516,One Piece: Pirate Warriors 4,PS4,2020,Action,Bandai Namco Entertainment  ,Omega Force  
1517,One Piece: Pirate Warriors 4,NS,2020,Action,Bandai Namco Entertainment  ,Omega Force  
1518,One Piece: Pirate Warriors 4,PC,2020,Action,Bandai Namco Entertainment  ,Omega Force  
1519,One Piece: Pirate Warriors 4,All,2020,Action-Adventure,Bandai Namco Entertainment  ,Omega Force  
1520,Good Job!,NS,2020,Puzzle,Nintendo  ,Paladin Studios  
1521,Panzer Dragoon: Remake,NS,2020,Shooter,Forever Entertainment S.A.  ,MegaPixel Studio S.A.  
1522,Space Invaders: Invincible Collection,NS,2020,Shooter,Taito  ,Taito  
1523,Vampire: The Masquerade – Coteries of New York,PS4,2020,Adventure,Draw Distance  ,Draw Distance  
1524,Bleeding Edge,XOne,2020,Action,Xbox Game Studios  ,Ninja Theory  
1525,Bleeding Edge,PC,2020,Action,Xbox Game Studios  ,Ninja Theory  
1526,Twin Breaker: A Sacred Symbols Adventure,PS4,2020,Action,Lillymo Games Inc  ,Lillymo Games Inc  
1527,Twin Breaker: A Sacred Symbols Adventure,PSV,2020,Action,Lillymo Games Inc  ,Lillymo Games Inc  
1528,Vampire: The Masquerade – Coteries of New York,NS,2020,Adventure,Draw Distance  ,Draw Distance  
1529,Half-Life: Alyx,PC,2020,Action,Valve  ,Valve  
1530,The Legend of Heroes: Trails of Cold Steel III,PC,2020,Role-Playing,NIS America  ,Nihon Falcom Corporation  
1531,Animal Crossing: New Horizons,NS,2020,Simulation,Nintendo  ,Nintendo  
1532,Doom 64,XOne,2020,Shooter,Bethesda Softworks  ,Nightdive Studios  
1533,Doom 64,PS4,2020,Shooter,Bethesda Softworks  ,Nightdive Studios  
1534,Doom 64,PC,2020,Shooter,Bethesda Softworks  ,Nightdive Studios  
1535,Doom 64,NS,2020,Shooter,Bethesda Softworks  ,Nightdive Studios  
1536,Doom Eternal,XOne,2020,Shooter,Bethesda Softworks  ,id Software  
1537,Doom Eternal,PS4,2020,Shooter,Bethesda Softworks  ,id Software  
1538,Doom Eternal,PC,2020,Shooter,Bethesda Softworks  ,id Software  
1539,Teamfight Tactics,iOS,2020,Strategy,Riot Games  ,Riot Games  
1540,Teamfight Tactics,And,2020,Strategy,Riot Games  ,Riot Games  
1541,Exit the Gungeon,PC,2020,Action-Adventure,Devolver Digital  ,Dodge Roll  
1542,Exit the Gungeon,NS,2020,Action,Devolver Digital  ,Dodge Roll  
1543,MLB The Show 20,PS4,2020,Sports,Sony Interactive Entertainment  ,SIE San Diego Studio  
1544,Saint Seiya: Shining Soldiers,iOS,2020,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco Games  
1545,Saint Seiya: Shining Soldiers,And,2020,Role-Playing,Bandai Namco Entertainment  ,Bandai Namco Games  
1546,My Hero One’s Justice 2,XOne,2020,Fighting,Bandai Namco Entertainment  ,Byking  
1547,My Hero One’s Justice 2,PS4,2020,Fighting,Bandai Namco Entertainment  ,Byking  
1548,My Hero One’s Justice 2,NS,2020,Fighting,Bandai Namco Entertainment  ,Byking  
1549,My Hero One’s Justice 2,PC,2020,Fighting,Bandai Namco Entertainment  ,Byking  
1550,Nioh 2,PS4,2020,Action,Sony Interactive Entertainment  ,Team Ninja  
1551,Bless Unleashed,XOne,2020,MMO,Neowiz Corporation  ,Round8 Studio  
1552,Comanche,All,2020,Simulation,THQ Nordic  ,NUKKLEAR  
1553,CRYSTORLD,WiiU,2020,Action,TOYURO  ,TOYURO  
1554,Nioh 2,All,2020,Role-Playing,Sony Interactive Entertainment  ,Koei Tecmo Games  
1555,Winning Post 9 2020,PS4,2020,Sports,Koei Tecmo  ,Koei Tecmo Games  
1556,Winning Post 9 2020,NS,2020,Sports,Koei Tecmo  ,Koei Tecmo Games  
1557,Ori and the Will of the Wisps,PC,2020,Action-Adventure,Xbox Game Studios  ,Moon Studios  
1558,Call of Duty: Warzone,XOne,2020,Shooter,Activision  ,Infinity Ward  
1559,Call of Duty: Warzone,PS4,2020,Shooter,Activision  ,Infinity Ward  
1560,Call of Duty: Warzone,PC,2020,Shooter,Activision  ,Infinity Ward  
1561,Ori and the Will of the Wisps,XOne,2020,Action-Adventure,Xbox Game Studios  ,Moon Studios  
1562,Pokémon Mystery Dungeon: Rescue Team DX,NS,2020,Role-Playing,Nintendo  ,Spike Chunsoft  
1563,7th Sector,PC,2020,Puzzle,Sometimes You  ,Sergey Noskov  
1564,Granblue Fantasy,Series,2020,Role-Playing,Xseed Games  ,Cygames  
1565,Granblue Fantasy: Versus,All,2020,Fighting,Xseed Games  ,Arc System Works  
1566,METRO Redux,NS,2020,Shooter,Deep Silver  ,4a-games  
1567,One Punch Man: A Hero Nobody Knows,XOne,2020,Fighting,Bandai Namco Entertainment  ,Bandai Namco Games  
1568,One Punch Man: A Hero Nobody Knows,PS4,2020,Fighting,Bandai Namco Entertainment  ,Bandai Namco Games  
1569,One Punch Man: A Hero Nobody Knows,PC,2020,Fighting,Bandai Namco Entertainment  ,Bandai Namco Games  
1570,Romance of the Three Kingdoms XIV,All,2020,Strategy,Koei Tecmo  ,Koei  
1571,Hero Must Die. Again,NS,2020,Role-Playing,Degica  ,Pyramid  
1572,Hero Must Die. Again,PS4,2020,Role-Playing,Degica  ,Pyramid  
1573,Hero Must Die. Again,PC,2020,Role-Playing,Degica  ,Pyramid  
1574,Dota Underlords,Linux,2020,Strategy,Valve  ,Valve  
1575,Dota Underlords,PC,2020,Strategy,Valve  ,Valve  
1576,Mega Man Zero/ZX Legacy Collection,XOne,2020,Platform,Capcom  ,Inti Creates  
1577,Mega Man Zero/ZX Legacy Collection,PS4,2020,Platform,Capcom  ,Inti Creates  
1578,Mega Man Zero/ZX Legacy Collection,PC,2020,Platform,Capcom  ,Inti Creates  
1579,Mega Man Zero/ZX Legacy Collection,NS,2020,Platform,Capcom  ,Inti Creates  
1580,Samurai Shodown,NS,2020,Fighting,SNK  ,SNK Playmore  
1581,Two Point Hospital,XOne,2020,Simulation,Sega  ,Two Point Studio  
1582,Two Point Hospital,PS4,2020,Simulation,Sega  ,Two Point Studio  
1583,Two Point Hospital,NS,2020,Simulation,Sega  ,Two Point Studio  
1584,Wasteland Remastered,XOne,2020,Role-Playing,inXile Entertainment  ,Krome Studios  
1585,Wasteland Remastered,PC,2020,Role-Playing,inXile Entertainment  ,Krome Studios  
1586,Persona 5 Strikers,All,2021,Action,Sega  ,Omega Force  
1587,Under Night In-Birth Exe:Late[cl-r],PS4,2020,Fighting,Aksys Games  ,French-Bread  
1588,Under Night In-Birth Exe:Late[cl-r],NS,2020,Fighting,Aksys Games  ,French-Bread  
1589,Bayonetta & Vanquish 10th Anniversary Bundle,XOne,2020,Action,Sega  ,PlatinumGames  
1590,Bayonetta & Vanquish 10th Anniversary Bundle,PS4,2020,Action,Sega  ,PlatinumGames  
1591,Giraffe and Annika,PC,2020,Adventure,Playism  ,atelier mimina  
1592,Hunt: Showdown,PS4,2020,Shooter,Crytek  ,Crytek  
1593,Kingdom Hearts HD II.8 Final Chapter Prologue,XOne,2020,Role-Playing,Square  ,Square Enix  
1594,Darksiders Genesis,NS,2020,Action-Adventure,THQ Nordic  ,Airship Syndicate  
1595,Darksiders Genesis,PS4,2020,Action-Adventure,THQ Nordic  ,Airship Syndicate  
